FASBGTFOLBGT20150600001,701181620173,457
FASBGTFOLBGT20150600002,701188237518,457
FASBGTFOLBGT20150600003,701188000197,457
FASBGTFOLBGT20150600004,701189776472,457
FASBGTFOLBGT20150600005,701188801974,457
FASBGTFOLBGT20150600006,701185341263,457
FASBGTFOLBGT20150600007,701189847455,457
FASBGTFOLBGT20150600008,701186647882,457
FASBGTFOLBGT20150600009,701187985216,457
FASBGTFOLBGT20150600010,701188890506,457
FASBGTFOLBGT20150600011,701184632076,457
FASBGTFOLBGT20150600012,701182583156,457
FASBGTFOLBGT20150600013,701189320701,457
FASBGTFOLBGT20150600014,701183292328,457
FASBGTFOLBGT20150600015,701183858292,457
FASBGTFOLBGT20150600016,701181449458,457
FASBGTFOLBGT20150600017,701185931030,457
FASBGTFOLBGT20150600018,701185878041,457
FASBGTFOLBGT20150600019,701183009672,457
FASBGTFOLBGT20150600020,701187619799,457
FASBGTFOLBGT20150600021,701180818075,457
FASBGTFOLBGT20150600022,701182794878,457
FASBGTFOLBGT20150600023,701189692018,457
FASBGTFOLBGT20150600024,701185132811,457
FASBGTFOLBGT20150600025,701187298453,457
FASBGTFOLBGT20150600026,701186717248,457
FASBGTFOLBGT20150600027,701181452213,457
FASBGTFOLBGT20150600028,701187646677,457
FASBGTFOLBGT20150600029,701182543010,457
FASBGTFOLBGT20150600030,701180572136,457
FASBGTFOLBGT20150600031,701186260322,457
FASBGTFOLBGT20150600032,701180556089,457
FASBGTFOLBGT20150600033,701186880434,457
FASBGTFOLBGT20150600034,701182371586,457
FASBGTFOLBGT20150600035,701182196033,457
FASBGTFOLBGT20150600036,701183096463,457
FASBGTFOLBGT20150600037,701185462184,457
FASBGTFOLBGT20150600038,701189782603,457
FASBGTFOLBGT20150600039,701183620882,457
FASBGTFOLBGT20150600040,701185179556,457
FASBGTFOLBGT20150600041,701183434706,457
FASBGTFOLBGT20150600042,701189345591,457
FASBGTFOLBGT20150600043,701189342986,457
FASBGTFOLBGT20150600044,701185807941,457
FASBGTFOLBGT20150600045,701181884688,457
FASBGTFOLBGT20150600046,701181362024,457
FASBGTFOLBGT20150600047,701186990092,457
FASBGTFOLBGT20150600048,701186205269,457
FASBGTFOLBGT20150600049,701187071314,457
FASBGTFOLBGT20150600050,701189020350,457
FASBGTFOLBGT20150600051,701185236182,457
FASBGTFOLBGT20150600052,701183121253,457
FASBGTFOLBGT20150600053,701183683781,457
FASBGTFOLBGT20150600054,701184418633,457
FASBGTFOLBGT20150600055,701187621530,457
FASBGTFOLBGT20150600056,701182533821,457
FASBGTFOLBGT20150600057,701187666980,457
FASBGTFOLBGT20150600058,701182601008,457
FASBGTFOLBGT20150600059,701182844061,457
FASBGTFOLBGT20150600060,701183218331,457
FASBGTFOLBGT20150600061,701181927883,457
FASBGTFOLBGT20150600062,701188011137,457
FASBGTFOLBGT20150600063,701180851811,457
FASBGTFOLBGT20150600064,701188702297,457
FASBGTFOLBGT20150600065,701180378666,457
FASBGTFOLBGT20150600066,701182814387,457
FASBGTFOLBGT20150600067,701182580673,457
FASBGTFOLBGT20150600068,701185481549,457
FASBGTFOLBGT20150600069,701188499993,457
FASBGTFOLBGT20150600070,701185424564,457
FASBGTFOLBGT20150600071,701184211293,457
FASBGTFOLBGT20150600072,701187066546,457
FASBGTFOLBGT20150600073,701181841670,457
FASBGTFOLBGT20150600074,701186308105,457
FASBGTFOLBGT20150600075,701189726527,457
FASBGTFOLBGT20150600076,701184103656,457
FASBGTFOLBGT20150600077,701183282311,457
FASBGTFOLBGT20150600078,701184924994,457
FASBGTFOLBGT20150600079,701186706167,457
FASBGTFOLBGT20150600080,701186318674,457
FASBGTFOLBGT20150600081,701183386401,457
FASBGTFOLBGT20150600082,701185948810,457
FASBGTFOLBGT20150600083,701187104164,457
FASBGTFOLBGT20150600084,701182114424,457
FASBGTFOLBGT20150600085,701185751388,457
FASBGTFOLBGT20150600086,701189728283,457
FASBGTFOLBGT20150600087,701184398215,457
FASBGTFOLBGT20150600088,701182562283,457
FASBGTFOLBGT20150600089,701184725730,457
FASBGTFOLBGT20150600090,701186894260,457
FASBGTFOLBGT20150600091,701181565436,457
FASBGTFOLBGT20150600092,701180495395,457
FASBGTFOLBGT20150600093,701183092561,457
FASBGTFOLBGT20150600094,701188472388,457
FASBGTFOLBGT20150600095,701182885197,457
FASBGTFOLBGT20150600096,701181904429,457
FASBGTFOLBGT20150600097,701180870647,457
